shift_date,section,product,planned_units,cycle_time_seconds,shift_type,shift_start,shift_end
2023-08-24,Vorfertigung,Alle,2830,10,Nacht,22:00,06:00
2023-08-24,Montage B,B,468,100,Nacht,22:00,06:00
2023-08-24,Montage C,C,1620,110,Spät,14:00,22:00
2023-08-25,Montage A,A,2072,120,Nacht,22:00,06:00
2023-08-25,Montage C,C,366,110,Spät,14:00,22:00
2023-08-25,Vorfertigung,Alle,2930,10,Spät,14:00,22:00
2023-08-25,Montage B,B,392,100,Spät,14:00,22:00
2023-08-26,Montage A,A,116,120,Nacht,22:00,06:00
2023-08-26,Montage C,C,1611,110,Früh,06:00,14:00
2023-08-26,Vorfertigung,Alle,2750,10,Spät,14:00,22:00
2023-08-26,Montage B,B,1203,100,Früh,06:00,14:00
2023-08-27,Vorfertigung,Alle,3040,10,Früh,06:00,14:00
2023-08-27,Montage C,C,568,110,Nacht,22:00,06:00
2023-08-27,Montage B,B,140,100,Früh,06:00,14:00
2023-08-27,Montage A,A,2042,120,Früh,06:00,14:00
2023-08-28,Montage A,A,1989,120,Nacht,22:00,06:00
2023-08-28,Vorfertigung,Alle,2520,10,Spät,14:00,22:00
2023-08-28,Montage B,B,203,100,Früh,06:00,14:00
2023-08-28,Montage C,C,848,110,Nacht,22:00,06:00
2023-08-29,Montage B,B,717,100,Früh,06:00,14:00
2023-08-29,Vorfertigung,Alle,2430,10,Früh,06:00,14:00
2023-08-29,Montage A,A,1460,120,Spät,14:00,22:00
2023-08-29,Montage C,C,343,110,Früh,06:00,14:00
2023-08-30,Vorfertigung,Alle,2320,10,Nacht,22:00,06:00
2023-08-30,Montage A,A,122,120,Früh,06:00,14:00
2023-08-30,Montage B,B,901,100,Spät,14:00,22:00
2023-08-30,Montage C,C,1407,110,Spät,14:00,22:00
2023-08-31,Montage A,A,1309,120,Nacht,22:00,06:00
2023-08-31,Montage C,C,54,110,Spät,14:00,22:00
2023-08-31,Vorfertigung,Alle,2980,10,Früh,06:00,14:00
2023-08-31,Montage B,B,957,100,Spät,14:00,22:00
2023-09-01,Montage B,B,884,100,Nacht,22:00,06:00
2023-09-01,Montage A,A,1905,120,Spät,14:00,22:00
2023-09-01,Vorfertigung,Alle,2820,10,Spät,14:00,22:00
2023-09-01,Montage C,C,191,110,Spät,14:00,22:00
2023-09-02,Montage B,B,455,100,Nacht,22:00,06:00
2023-09-02,Montage A,A,1933,120,Spät,14:00,22:00
2023-09-02,Vorfertigung,Alle,2680,10,Spät,14:00,22:00
2023-09-02,Montage C,C,432,110,Früh,06:00,14:00
2023-09-03,Montage A,A,897,120,Nacht,22:00,06:00
2023-09-03,Montage B,B,1087,100,Spät,14:00,22:00
2023-09-03,Montage C,C,696,110,Nacht,22:00,06:00
2023-09-03,Vorfertigung,Alle,2750,10,Spät,14:00,22:00
2023-09-04,Montage B,B,357,100,Spät,14:00,22:00
2023-09-04,Vorfertigung,Alle,2470,10,Spät,14:00,22:00
2023-09-04,Montage A,A,118,120,Früh,06:00,14:00
2023-09-04,Montage C,C,2275,110,Früh,06:00,14:00
2023-09-05,Vorfertigung,Alle,3190,10,Früh,06:00,14:00
2023-09-05,Montage A,A,489,120,Nacht,22:00,06:00
2023-09-05,Montage C,C,1087,110,Nacht,22:00,06:00
2023-09-05,Montage B,B,894,100,Früh,06:00,14:00
2023-09-06,Montage C,C,2081,110,Nacht,22:00,06:00
2023-09-06,Vorfertigung,Alle,2730,10,Spät,14:00,22:00
2023-09-06,Montage A,A,420,120,Spät,14:00,22:00
2023-09-06,Montage B,B,689,100,Spät,14:00,22:00
2023-09-07,Montage C,C,961,110,Früh,06:00,14:00
2023-09-07,Montage A,A,1203,120,Nacht,22:00,06:00
2023-09-07,Vorfertigung,Alle,2730,10,Früh,06:00,14:00
2023-09-07,Montage B,B,566,100,Nacht,22:00,06:00
2023-09-08,Montage B,B,797,100,Spät,14:00,22:00
2023-09-08,Montage A,A,1674,120,Früh,06:00,14:00
2023-09-08,Montage C,C,259,110,Nacht,22:00,06:00
2023-09-08,Vorfertigung,Alle,2860,10,Nacht,22:00,06:00
2023-09-09,Montage B,B,1020,100,Spät,14:00,22:00
2023-09-09,Montage C,C,967,110,Früh,06:00,14:00
2023-09-09,Montage A,A,873,120,Früh,06:00,14:00
2023-09-09,Vorfertigung,Alle,2810,10,Früh,06:00,14:00
2023-09-10,Montage C,C,939,110,Spät,14:00,22:00
2023-09-10,Montage A,A,1677,120,Früh,06:00,14:00
2023-09-10,Montage B,B,194,100,Spät,14:00,22:00
2023-09-10,Vorfertigung,Alle,2760,10,Spät,14:00,22:00
2023-09-11,Vorfertigung,Alle,2570,10,Spät,14:00,22:00
2023-09-11,Montage A,A,453,120,Nacht,22:00,06:00
2023-09-11,Montage B,B,1352,100,Früh,06:00,14:00
2023-09-11,Montage C,C,955,110,Früh,06:00,14:00
2023-09-12,Montage B,B,994,100,Spät,14:00,22:00
2023-09-12,Montage A,A,1394,120,Spät,14:00,22:00
2023-09-12,Vorfertigung,Alle,2820,10,Früh,06:00,14:00
2023-09-12,Montage C,C,182,110,Spät,14:00,22:00
2023-09-13,Montage C,C,1010,110,Früh,06:00,14:00
2023-09-13,Montage B,B,1523,100,Nacht,22:00,06:00
2023-09-13,Montage A,A,287,120,Spät,14:00,22:00
2023-09-13,Vorfertigung,Alle,3110,10,Früh,06:00,14:00
2023-09-14,Montage C,C,1202,110,Spät,14:00,22:00
2023-09-14,Montage A,A,375,120,Früh,06:00,14:00
2023-09-14,Montage B,B,1533,100,Früh,06:00,14:00
2023-09-14,Vorfertigung,Alle,3000,10,Spät,14:00,22:00
2023-09-15,Montage C,C,223,110,Nacht,22:00,06:00
2023-09-15,Montage A,A,1199,120,Früh,06:00,14:00
2023-09-15,Montage B,B,1578,100,Früh,06:00,14:00
2023-09-15,Vorfertigung,Alle,3060,10,Früh,06:00,14:00
2023-09-16,Montage C,C,1046,110,Nacht,22:00,06:00
2023-09-16,Montage A,A,558,120,Nacht,22:00,06:00
2023-09-16,Vorfertigung,Alle,2640,10,Spät,14:00,22:00
2023-09-16,Montage B,B,1456,100,Nacht,22:00,06:00
2023-09-17,Vorfertigung,Alle,2550,10,Spät,14:00,22:00
2023-09-17,Montage C,C,786,110,Spät,14:00,22:00
2023-09-17,Montage B,B,988,100,Nacht,22:00,06:00
2023-09-17,Montage A,A,866,120,Spät,14:00,22:00
2023-09-18,Montage B,B,902,100,Nacht,22:00,06:00
2023-09-18,Montage C,C,1265,110,Spät,14:00,22:00
2023-09-18,Montage A,A,383,120,Nacht,22:00,06:00
2023-09-18,Vorfertigung,Alle,2720,10,Nacht,22:00,06:00
2023-09-19,Montage A,A,1246,120,Spät,14:00,22:00
2023-09-19,Montage B,B,610,100,Früh,06:00,14:00
2023-09-19,Vorfertigung,Alle,2760,10,Spät,14:00,22:00
2023-09-19,Montage C,C,864,110,Nacht,22:00,06:00
2023-09-20,Vorfertigung,Alle,2970,10,Früh,06:00,14:00
2023-09-20,Montage A,A,600,120,Spät,14:00,22:00
2023-09-20,Montage B,B,2128,100,Spät,14:00,22:00
2023-09-20,Montage C,C,32,110,Spät,14:00,22:00
2023-09-21,Montage A,A,132,120,Früh,06:00,14:00
2023-09-21,Montage B,B,603,100,Nacht,22:00,06:00
2023-09-21,Vorfertigung,Alle,2420,10,Spät,14:00,22:00
2023-09-21,Montage C,C,2235,110,Spät,14:00,22:00
2023-09-22,Montage B,B,558,100,Spät,14:00,22:00
2023-09-22,Montage A,A,113,120,Spät,14:00,22:00
2023-09-22,Vorfertigung,Alle,3070,10,Spät,14:00,22:00
2023-09-22,Montage C,C,1749,110,Nacht,22:00,06:00
2023-09-23,Montage A,A,297,120,Nacht,22:00,06:00
2023-09-23,Montage B,B,1054,100,Spät,14:00,22:00
2023-09-23,Vorfertigung,Alle,2730,10,Früh,06:00,14:00
2023-09-23,Montage C,C,1719,110,Nacht,22:00,06:00
2023-09-24,Vorfertigung,Alle,2680,10,Früh,06:00,14:00
2023-09-24,Montage B,B,354,100,Nacht,22:00,06:00
2023-09-24,Montage A,A,1629,120,Spät,14:00,22:00
2023-09-24,Montage C,C,747,110,Nacht,22:00,06:00
2023-09-25,Montage C,C,6,110,Spät,14:00,22:00
2023-09-25,Vorfertigung,Alle,2570,10,Nacht,22:00,06:00
2023-09-25,Montage A,A,1751,120,Spät,14:00,22:00
2023-09-25,Montage B,B,923,100,Spät,14:00,22:00
2023-09-26,Montage A,A,1296,120,Spät,14:00,22:00
2023-09-26,Vorfertigung,Alle,2450,10,Spät,14:00,22:00
2023-09-26,Montage C,C,1241,110,Früh,06:00,14:00
2023-09-26,Montage B,B,33,100,Spät,14:00,22:00
2023-09-27,Montage C,C,291,110,Früh,06:00,14:00
2023-09-27,Montage B,B,2015,100,Früh,06:00,14:00
2023-09-27,Montage A,A,144,120,Spät,14:00,22:00
2023-09-27,Vorfertigung,Alle,2950,10,Früh,06:00,14:00
2023-09-28,Vorfertigung,Alle,2800,10,Nacht,22:00,06:00
2023-09-28,Montage C,C,1167,110,Spät,14:00,22:00
2023-09-28,Montage B,B,516,100,Früh,06:00,14:00
2023-09-28,Montage A,A,1267,120,Spät,14:00,22:00
2023-09-29,Montage C,C,158,110,Spät,14:00,22:00
2023-09-29,Vorfertigung,Alle,2530,10,Spät,14:00,22:00
2023-09-29,Montage A,A,718,120,Früh,06:00,14:00
2023-09-29,Montage B,B,1924,100,Nacht,22:00,06:00
2023-09-30,Montage B,B,800,100,Nacht,22:00,06:00
2023-09-30,Montage C,C,1358,110,Früh,06:00,14:00
2023-09-30,Vorfertigung,Alle,2530,10,Spät,14:00,22:00
2023-09-30,Montage A,A,372,120,Früh,06:00,14:00
2023-10-01,Montage A,A,1180,120,Früh,06:00,14:00
2023-10-01,Montage B,B,652,100,Früh,06:00,14:00
2023-10-01,Montage C,C,698,110,Spät,14:00,22:00
2023-10-01,Vorfertigung,Alle,2730,10,Früh,06:00,14:00
2023-10-02,Vorfertigung,Alle,3130,10,Spät,14:00,22:00
2023-10-02,Montage B,B,4,100,Früh,06:00,14:00
2023-10-02,Montage A,A,1504,120,Nacht,22:00,06:00
2023-10-02,Montage C,C,1222,110,Früh,06:00,14:00
2023-10-03,Montage C,C,144,110,Früh,06:00,14:00
2023-10-03,Vorfertigung,Alle,2750,10,Nacht,22:00,06:00
2023-10-03,Montage A,A,650,120,Spät,14:00,22:00
2023-10-03,Montage B,B,2336,100,Spät,14:00,22:00
2023-10-04,Montage B,B,701,100,Früh,06:00,14:00
2023-10-04,Montage C,C,1100,110,Nacht,22:00,06:00
2023-10-04,Montage A,A,949,120,Spät,14:00,22:00
2023-10-04,Vorfertigung,Alle,2510,10,Früh,06:00,14:00
2023-10-05,Montage C,C,1176,110,Nacht,22:00,06:00
2023-10-05,Montage A,A,96,120,Spät,14:00,22:00
2023-10-05,Montage B,B,1238,100,Spät,14:00,22:00
2023-10-05,Vorfertigung,Alle,2760,10,Nacht,22:00,06:00
2023-10-06,Montage C,C,1083,110,Nacht,22:00,06:00
2023-10-06,Montage B,B,888,100,Nacht,22:00,06:00
2023-10-06,Montage A,A,789,120,Nacht,22:00,06:00
2023-10-06,Vorfertigung,Alle,2760,10,Früh,06:00,14:00
2023-10-07,Vorfertigung,Alle,2280,10,Nacht,22:00,06:00
2023-10-07,Montage C,C,1303,110,Spät,14:00,22:00
2023-10-07,Montage A,A,1222,120,Spät,14:00,22:00
2023-10-07,Montage B,B,235,100,Früh,06:00,14:00
2023-10-08,Montage B,B,220,100,Spät,14:00,22:00
2023-10-08,Vorfertigung,Alle,2810,10,Spät,14:00,22:00
2023-10-08,Montage C,C,166,110,Nacht,22:00,06:00
2023-10-08,Montage A,A,1894,120,Spät,14:00,22:00
2023-10-09,Vorfertigung,Alle,2780,10,Früh,06:00,14:00
2023-10-09,Montage C,C,1089,110,Nacht,22:00,06:00
2023-10-09,Montage B,B,1361,100,Nacht,22:00,06:00
2023-10-09,Montage A,A,360,120,Früh,06:00,14:00
2023-10-10,Vorfertigung,Alle,2970,10,Nacht,22:00,06:00
2023-10-10,Montage C,C,563,110,Nacht,22:00,06:00
2023-10-10,Montage B,B,707,100,Früh,06:00,14:00
2023-10-10,Montage A,A,1510,120,Nacht,22:00,06:00
2023-10-11,Montage C,C,1501,110,Früh,06:00,14:00
2023-10-11,Montage B,B,1049,100,Früh,06:00,14:00
2023-10-11,Vorfertigung,Alle,3200,10,Spät,14:00,22:00
2023-10-11,Montage A,A,420,120,Spät,14:00,22:00
2023-10-12,Montage C,C,2327,110,Nacht,22:00,06:00
2023-10-12,Montage A,A,237,120,Nacht,22:00,06:00
2023-10-12,Montage B,B,636,100,Früh,06:00,14:00
2023-10-12,Vorfertigung,Alle,3060,10,Nacht,22:00,06:00
2023-10-13,Montage A,A,390,120,Früh,06:00,14:00
2023-10-13,Vorfertigung,Alle,2780,10,Früh,06:00,14:00
2023-10-13,Montage C,C,793,110,Nacht,22:00,06:00
2023-10-13,Montage B,B,1877,100,Früh,06:00,14:00
2023-10-14,Vorfertigung,Alle,2620,10,Spät,14:00,22:00
2023-10-14,Montage C,C,1087,110,Nacht,22:00,06:00
2023-10-14,Montage B,B,588,100,Spät,14:00,22:00
2023-10-14,Montage A,A,1105,120,Nacht,22:00,06:00
2023-10-15,Vorfertigung,Alle,3360,10,Früh,06:00,14:00
2023-10-15,Montage B,B,150,100,Nacht,22:00,06:00
2023-10-15,Montage A,A,1840,120,Spät,14:00,22:00
2023-10-15,Montage C,C,630,110,Früh,06:00,14:00
2023-10-16,Montage A,A,1945,120,Nacht,22:00,06:00
2023-10-16,Montage B,B,514,100,Nacht,22:00,06:00
2023-10-16,Vorfertigung,Alle,2860,10,Nacht,22:00,06:00
2023-10-16,Montage C,C,901,110,Spät,14:00,22:00
2023-10-17,Montage C,C,835,110,Spät,14:00,22:00
2023-10-17,Montage B,B,379,100,Nacht,22:00,06:00
2023-10-17,Montage A,A,1646,120,Früh,06:00,14:00
2023-10-17,Vorfertigung,Alle,2860,10,Früh,06:00,14:00
2023-10-18,Vorfertigung,Alle,2850,10,Spät,14:00,22:00
2023-10-18,Montage B,B,166,100,Früh,06:00,14:00
2023-10-18,Montage A,A,2541,120,Spät,14:00,22:00
2023-10-18,Montage C,C,153,110,Nacht,22:00,06:00
2023-10-19,Montage A,A,1794,120,Spät,14:00,22:00
2023-10-19,Montage C,C,735,110,Spät,14:00,22:00
2023-10-19,Montage B,B,321,100,Nacht,22:00,06:00
2023-10-19,Vorfertigung,Alle,2900,10,Früh,06:00,14:00
2023-10-20,Vorfertigung,Alle,2830,10,Spät,14:00,22:00
2023-10-20,Montage C,C,250,110,Spät,14:00,22:00
2023-10-20,Montage B,B,2354,100,Nacht,22:00,06:00
2023-10-20,Montage A,A,296,120,Früh,06:00,14:00
2023-10-21,Montage C,C,1169,110,Spät,14:00,22:00
2023-10-21,Montage B,B,1306,100,Nacht,22:00,06:00
2023-10-21,Vorfertigung,Alle,2750,10,Spät,14:00,22:00
2023-10-21,Montage A,A,355,120,Nacht,22:00,06:00
2023-10-22,Montage B,B,1828,100,Früh,06:00,14:00
2023-10-22,Montage C,C,690,110,Früh,06:00,14:00
2023-10-22,Vorfertigung,Alle,2760,10,Früh,06:00,14:00
2023-10-22,Montage A,A,232,120,Früh,06:00,14:00
2023-10-23,Montage C,C,261,110,Spät,14:00,22:00
2023-10-23,Vorfertigung,Alle,2870,10,Spät,14:00,22:00
2023-10-23,Montage A,A,2053,120,Früh,06:00,14:00
2023-10-23,Montage B,B,446,100,Früh,06:00,14:00
2023-10-24,Vorfertigung,Alle,2770,10,Früh,06:00,14:00
2023-10-24,Montage A,A,1458,120,Spät,14:00,22:00
2023-10-24,Montage C,C,643,110,Früh,06:00,14:00
2023-10-24,Montage B,B,769,100,Früh,06:00,14:00
2023-10-25,Vorfertigung,Alle,2740,10,Früh,06:00,14:00
2023-10-25,Montage C,C,164,110,Nacht,22:00,06:00
2023-10-25,Montage B,B,1371,100,Früh,06:00,14:00
2023-10-25,Montage A,A,1235,120,Nacht,22:00,06:00
2023-10-26,Montage B,B,161,100,Nacht,22:00,06:00
2023-10-26,Vorfertigung,Alle,2910,10,Früh,06:00,14:00
2023-10-26,Montage A,A,1041,120,Nacht,22:00,06:00
2023-10-26,Montage C,C,1538,110,Früh,06:00,14:00
2023-10-27,Montage A,A,727,120,Spät,14:00,22:00
2023-10-27,Montage C,C,49,110,Spät,14:00,22:00
2023-10-27,Montage B,B,2134,100,Spät,14:00,22:00
2023-10-27,Vorfertigung,Alle,2840,10,Spät,14:00,22:00
2023-10-28,Vorfertigung,Alle,3190,10,Nacht,22:00,06:00
2023-10-28,Montage A,A,241,120,Früh,06:00,14:00
2023-10-28,Montage C,C,1242,110,Früh,06:00,14:00
2023-10-28,Montage B,B,1357,100,Früh,06:00,14:00
2023-10-29,Vorfertigung,Alle,2370,10,Spät,14:00,22:00
2023-10-29,Montage A,A,308,120,Spät,14:00,22:00
2023-10-29,Montage C,C,312,110,Früh,06:00,14:00
2023-10-29,Montage B,B,2570,100,Spät,14:00,22:00
2023-10-30,Vorfertigung,Alle,3120,10,Früh,06:00,14:00
2023-10-30,Montage A,A,322,120,Früh,06:00,14:00
2023-10-30,Montage B,B,1443,100,Früh,06:00,14:00
2023-10-30,Montage C,C,605,110,Früh,06:00,14:00
2023-10-31,Montage B,B,94,100,Früh,06:00,14:00
2023-10-31,Montage C,C,933,110,Früh,06:00,14:00
2023-10-31,Montage A,A,2093,120,Früh,06:00,14:00
2023-10-31,Vorfertigung,Alle,3150,10,Spät,14:00,22:00
2023-11-01,Montage C,C,3024,110,Früh,06:00,14:00
2023-11-01,Montage A,A,43,120,Früh,06:00,14:00
2023-11-01,Montage B,B,83,100,Spät,14:00,22:00
2023-11-01,Vorfertigung,Alle,2490,10,Spät,14:00,22:00
2023-11-02,Montage B,B,1315,100,Spät,14:00,22:00
2023-11-02,Montage C,C,916,110,Früh,06:00,14:00
2023-11-02,Vorfertigung,Alle,2840,10,Nacht,22:00,06:00
2023-11-02,Montage A,A,259,120,Nacht,22:00,06:00
2023-11-03,Montage A,A,441,120,Spät,14:00,22:00
2023-11-03,Montage C,C,23,110,Nacht,22:00,06:00
2023-11-03,Montage B,B,2376,100,Spät,14:00,22:00
2023-11-03,Vorfertigung,Alle,2840,10,Früh,06:00,14:00
2023-11-04,Montage A,A,593,120,Nacht,22:00,06:00
2023-11-04,Vorfertigung,Alle,2640,10,Früh,06:00,14:00
2023-11-04,Montage C,C,447,110,Nacht,22:00,06:00
2023-11-04,Montage B,B,1800,100,Früh,06:00,14:00
2023-11-05,Montage B,B,42,100,Nacht,22:00,06:00
2023-11-05,Montage A,A,2171,120,Früh,06:00,14:00
2023-11-05,Vorfertigung,Alle,2770,10,Früh,06:00,14:00
2023-11-05,Montage C,C,427,110,Nacht,22:00,06:00
2023-11-06,Vorfertigung,Alle,2700,10,Früh,06:00,14:00
2023-11-06,Montage A,A,149,120,Früh,06:00,14:00
2023-11-06,Montage B,B,650,100,Früh,06:00,14:00
2023-11-06,Montage C,C,1971,110,Nacht,22:00,06:00
2023-11-07,Montage A,A,507,120,Nacht,22:00,06:00
2023-11-07,Vorfertigung,Alle,3280,10,Früh,06:00,14:00
2023-11-07,Montage B,B,1816,100,Früh,06:00,14:00
2023-11-07,Montage C,C,377,110,Nacht,22:00,06:00
2023-11-08,Montage C,C,2331,110,Nacht,22:00,06:00
2023-11-08,Montage B,B,406,100,Früh,06:00,14:00
2023-11-08,Vorfertigung,Alle,3120,10,Früh,06:00,14:00
2023-11-08,Montage A,A,543,120,Früh,06:00,14:00
2023-11-09,Montage A,A,1965,120,Spät,14:00,22:00
2023-11-09,Montage B,B,901,100,Nacht,22:00,06:00
2023-11-09,Vorfertigung,Alle,3190,10,Spät,14:00,22:00
2023-11-09,Montage C,C,254,110,Nacht,22:00,06:00
2023-11-10,Montage C,C,1302,110,Nacht,22:00,06:00
2023-11-10,Montage A,A,738,120,Nacht,22:00,06:00
2023-11-10,Vorfertigung,Alle,3080,10,Nacht,22:00,06:00
2023-11-10,Montage B,B,1150,100,Nacht,22:00,06:00
2023-11-11,Vorfertigung,Alle,2720,10,Nacht,22:00,06:00
2023-11-11,Montage A,A,1689,120,Nacht,22:00,06:00
2023-11-11,Montage C,C,659,110,Spät,14:00,22:00
2023-11-11,Montage B,B,732,100,Früh,06:00,14:00
2023-11-12,Montage C,C,1035,110,Früh,06:00,14:00
2023-11-12,Montage A,A,98,120,Spät,14:00,22:00
2023-11-12,Vorfertigung,Alle,2840,10,Spät,14:00,22:00
2023-11-12,Montage B,B,1587,100,Spät,14:00,22:00
2023-11-13,Montage A,A,96,120,Spät,14:00,22:00
2023-11-13,Montage C,C,1068,110,Nacht,22:00,06:00
2023-11-13,Vorfertigung,Alle,3050,10,Früh,06:00,14:00
2023-11-13,Montage B,B,1676,100,Nacht,22:00,06:00
2023-11-14,Montage B,B,1374,100,Früh,06:00,14:00
2023-11-14,Montage C,C,1485,110,Früh,06:00,14:00
2023-11-14,Vorfertigung,Alle,2710,10,Spät,14:00,22:00
2023-11-14,Montage A,A,191,120,Nacht,22:00,06:00
2023-11-15,Montage C,C,1030,110,Spät,14:00,22:00
2023-11-15,Vorfertigung,Alle,3100,10,Nacht,22:00,06:00
2023-11-15,Montage B,B,1582,100,Früh,06:00,14:00
2023-11-15,Montage A,A,98,120,Spät,14:00,22:00
2023-11-16,Montage A,A,1519,120,Spät,14:00,22:00
2023-11-16,Montage C,C,729,110,Früh,06:00,14:00
2023-11-16,Vorfertigung,Alle,2910,10,Früh,06:00,14:00
2023-11-16,Montage B,B,852,100,Früh,06:00,14:00
2023-11-17,Montage A,A,1608,120,Spät,14:00,22:00
2023-11-17,Montage B,B,1204,100,Nacht,22:00,06:00
2023-11-17,Montage C,C,98,110,Spät,14:00,22:00
2023-11-17,Vorfertigung,Alle,2890,10,Nacht,22:00,06:00
2023-11-18,Montage A,A,698,120,Spät,14:00,22:00
2023-11-18,Vorfertigung,Alle,3110,10,Spät,14:00,22:00
2023-11-18,Montage B,B,1595,100,Früh,06:00,14:00
2023-11-18,Montage C,C,597,110,Nacht,22:00,06:00
2023-11-19,Montage A,A,91,120,Spät,14:00,22:00
2023-11-19,Montage B,B,2635,100,Spät,14:00,22:00
2023-11-19,Montage C,C,384,110,Früh,06:00,14:00
2023-11-19,Vorfertigung,Alle,3060,10,Früh,06:00,14:00
2023-11-20,Montage C,C,1394,110,Nacht,22:00,06:00
2023-11-20,Vorfertigung,Alle,2900,10,Spät,14:00,22:00
2023-11-20,Montage B,B,626,100,Nacht,22:00,06:00
2023-11-20,Montage A,A,1040,120,Spät,14:00,22:00
2023-11-21,Vorfertigung,Alle,3210,10,Nacht,22:00,06:00
2023-11-21,Montage A,A,1726,120,Früh,06:00,14:00
2023-11-21,Montage B,B,894,100,Spät,14:00,22:00
2023-11-21,Montage C,C,280,110,Nacht,22:00,06:00
2023-11-22,Montage C,C,1048,110,Früh,06:00,14:00
2023-11-22,Vorfertigung,Alle,2770,10,Früh,06:00,14:00
2023-11-22,Montage B,B,1085,100,Nacht,22:00,06:00
2023-11-22,Montage A,A,1077,120,Spät,14:00,22:00
2023-11-23,Montage B,B,328,100,Spät,14:00,22:00
2023-11-23,Montage A,A,149,120,Früh,06:00,14:00
2023-11-23,Vorfertigung,Alle,3110,10,Spät,14:00,22:00
2023-11-23,Montage C,C,2293,110,Spät,14:00,22:00
2023-11-24,Montage C,C,133,110,Spät,14:00,22:00
2023-11-24,Vorfertigung,Alle,3110,10,Früh,06:00,14:00
2023-11-24,Montage A,A,2923,120,Nacht,22:00,06:00
2023-11-24,Montage B,B,54,100,Spät,14:00,22:00
2023-11-25,Montage A,A,511,120,Früh,06:00,14:00
2023-11-25,Montage B,B,1965,100,Früh,06:00,14:00
2023-11-25,Montage C,C,634,110,Nacht,22:00,06:00
2023-11-25,Vorfertigung,Alle,2930,10,Spät,14:00,22:00
2023-11-26,Montage B,B,175,100,Spät,14:00,22:00
2023-11-26,Montage C,C,1676,110,Nacht,22:00,06:00
2023-11-26,Montage A,A,1079,120,Nacht,22:00,06:00
2023-11-26,Vorfertigung,Alle,3060,10,Früh,06:00,14:00
2023-11-27,Montage C,C,1236,110,Früh,06:00,14:00
2023-11-27,Vorfertigung,Alle,2750,10,Nacht,22:00,06:00
2023-11-27,Montage B,B,396,100,Spät,14:00,22:00
2023-11-27,Montage A,A,1428,120,Früh,06:00,14:00
2023-11-28,Vorfertigung,Alle,3190,10,Früh,06:00,14:00
2023-11-28,Montage B,B,146,100,Spät,14:00,22:00
2023-11-28,Montage C,C,473,110,Früh,06:00,14:00
2023-11-28,Montage A,A,2131,120,Spät,14:00,22:00
2023-11-29,Montage C,C,991,110,Spät,14:00,22:00
2023-11-29,Montage A,A,389,120,Spät,14:00,22:00
2023-11-29,Vorfertigung,Alle,2970,10,Nacht,22:00,06:00
2023-11-29,Montage B,B,1810,100,Nacht,22:00,06:00
2023-11-30,Montage A,A,962,120,Nacht,22:00,06:00
2023-11-30,Montage B,B,1527,100,Spät,14:00,22:00
2023-11-30,Montage C,C,481,110,Spät,14:00,22:00
2023-11-30,Vorfertigung,Alle,2910,10,Nacht,22:00,06:00
2023-12-01,Montage C,C,147,110,Früh,06:00,14:00
2023-12-01,Vorfertigung,Alle,3220,10,Spät,14:00,22:00
2023-12-01,Montage A,A,2111,120,Früh,06:00,14:00
2023-12-01,Montage B,B,652,100,Früh,06:00,14:00
2023-12-02,Vorfertigung,Alle,2880,10,Spät,14:00,22:00
2023-12-02,Montage B,B,1613,100,Spät,14:00,22:00
2023-12-02,Montage A,A,1217,120,Früh,06:00,14:00
2023-12-02,Montage C,C,390,110,Früh,06:00,14:00
2023-12-03,Montage C,C,201,110,Nacht,22:00,06:00
2023-12-03,Vorfertigung,Alle,2740,10,Nacht,22:00,06:00
2023-12-03,Montage B,B,1470,100,Spät,14:00,22:00
2023-12-03,Montage A,A,1209,120,Nacht,22:00,06:00
2023-12-04,Montage A,A,2509,120,Nacht,22:00,06:00
2023-12-04,Montage C,C,138,110,Nacht,22:00,06:00
2023-12-04,Montage B,B,93,100,Nacht,22:00,06:00
2023-12-04,Vorfertigung,Alle,2710,10,Früh,06:00,14:00
2023-12-05,Montage A,A,157,120,Spät,14:00,22:00
2023-12-05,Montage B,B,1733,100,Nacht,22:00,06:00
2023-12-05,Vorfertigung,Alle,3150,10,Früh,06:00,14:00
2023-12-05,Montage C,C,820,110,Früh,06:00,14:00
2023-12-06,Montage C,C,1769,110,Früh,06:00,14:00
2023-12-06,Montage B,B,1075,100,Nacht,22:00,06:00
2023-12-06,Vorfertigung,Alle,2780,10,Nacht,22:00,06:00
2023-12-06,Montage A,A,306,120,Spät,14:00,22:00
2023-12-07,Montage A,A,62,120,Nacht,22:00,06:00
2023-12-07,Montage C,C,1174,110,Nacht,22:00,06:00
2023-12-07,Vorfertigung,Alle,3390,10,Früh,06:00,14:00
2023-12-07,Montage B,B,1544,100,Spät,14:00,22:00
2023-12-08,Montage C,C,394,110,Nacht,22:00,06:00
2023-12-08,Vorfertigung,Alle,2620,10,Nacht,22:00,06:00
2023-12-08,Montage B,B,2485,100,Früh,06:00,14:00
2023-12-08,Montage A,A,511,120,Früh,06:00,14:00
2023-12-09,Montage C,C,422,110,Nacht,22:00,06:00
2023-12-09,Montage B,B,462,100,Spät,14:00,22:00
2023-12-09,Montage A,A,1736,120,Spät,14:00,22:00
2023-12-09,Vorfertigung,Alle,3380,10,Früh,06:00,14:00
2023-12-10,Montage C,C,656,110,Früh,06:00,14:00
2023-12-10,Montage B,B,2511,100,Nacht,22:00,06:00
2023-12-10,Vorfertigung,Alle,3090,10,Früh,06:00,14:00
